-40 0.000181014
-39 0.000335463
-38 0.000402854
-37 0.000226139
-36 -0.000329031
-35 -0.00124088
-34 -0.00218749
-33 -0.00249882
-32 -0.00133429
-31 0.00184669
-30 0.0066248
-29 0.011109
-28 0.0120712
-27 0.00613124
-26 -0.00807196
-25 -0.027545
-24 -0.0439369
-23 -0.045414
-22 -0.0219419
-21 0.0274783
-20 0.0891945
-19 0.135335
-18 0.133063
-17 0.0611541
-16 -0.0728495
-15 -0.224937
-14 -0.324652
-13 -0.303633
-12 -0.132741
-11 0.150415
-10 0.441783
-9 0.606531
-8 0.539596
-7 0.224392
-6 -0.241869
-5 -0.675748
-4 -0.882497
-3 -0.746817
-2 -0.295419
-1 0.302898
0 0.804982
1 1
2 0.804982
3 0.302898
4 -0.295419
5 -0.746817
6 -0.882497
7 -0.675748
8 -0.241869
9 0.224392
10 0.539596
11 0.606531
12 0.441783
13 0.150415
14 -0.132741
15 -0.303633
16 -0.324652
17 -0.224937
18 -0.0728495
19 0.0611541
20 0.133063
21 0.135335
22 0.0891945
23 0.0274783
24 -0.0219419
25 -0.045414
26 -0.0439369
27 -0.027545
28 -0.00807196
29 0.00613124
30 0.0120712
31 0.011109
32 0.0066248
33 0.00184669
34 -0.00133429
35 -0.00249882
36 -0.00218749
37 -0.00124088
38 -0.000329031
39 0.000226139
