-40 2.32369e-08
-39 3.39895e-08
-38 4.91921e-08
-37 7.04397e-08
-36 9.97921e-08
-35 1.39867e-07
-34 1.93934e-07
-33 2.66009e-07
-32 3.60928e-07
-31 4.84398e-07
-30 6.43009e-07
-29 8.44183e-07
-28 1.09605e-06
-27 1.40723e-06
-26 1.78649e-06
-25 2.24232e-06
-24 2.78234e-06
-23 3.41258e-06
-22 4.13675e-06
-21 4.9553e-06
-20 5.86462e-06
-19 6.85617e-06
-18 7.91575e-06
-17 9.0231e-06
-16 1.01516e-05
-15 1.12684e-05
-14 1.23353e-05
-13 1.33094e-05
-12 1.41451e-05
-11 1.47955e-05
-10 1.52154e-05
-9 1.53636e-05
-8 1.52052e-05
-7 1.47149e-05
-6 1.38783e-05
-5 1.26946e-05
-4 1.1177e-05
-3 9.35312e-06
-2 7.26471e-06
-1 4.96574e-06
0 2.5204e-06
1 -0
2 -2.5204e-06
3 -4.96574e-06
4 -7.26471e-06
5 -9.35312e-06
6 -1.1177e-05
7 -1.26946e-05
8 -1.38783e-05
9 -1.47149e-05
10 -1.52052e-05
11 -1.53636e-05
12 -1.52154e-05
13 -1.47955e-05
14 -1.41451e-05
15 -1.33094e-05
16 -1.23353e-05
17 -1.12684e-05
18 -1.01516e-05
19 -9.0231e-06
20 -7.91575e-06
21 -6.85617e-06
22 -5.86462e-06
23 -4.9553e-06
24 -4.13675e-06
25 -3.41258e-06
26 -2.78234e-06
27 -2.24232e-06
28 -1.78649e-06
29 -1.40723e-06
30 -1.09605e-06
31 -8.44183e-07
32 -6.43009e-07
33 -4.84398e-07
34 -3.60928e-07
35 -2.66009e-07
36 -1.93934e-07
37 -1.39867e-07
38 -9.97921e-08
39 -7.04397e-08
