-40 -0.000970216
-39 -0.00138012
-38 -0.00194074
-37 -0.00269758
-36 -0.00370593
-35 -0.00503135
-34 -0.00674964
-33 -0.00894589
-32 -0.0117124
-31 -0.0151449
-30 -0.0193375
-29 -0.0243751
-28 -0.0303244
-27 -0.0372223
-26 -0.0450639
-25 -0.0537885
-24 -0.0632661
-23 -0.073286
-22 -0.0835469
-21 -0.0936527
-20 -0.103114
-19 -0.111356
-18 -0.117739
-17 -0.121583
-16 -0.122205
-15 -0.118962
-14 -0.111304
-13 -0.0988199
-12 -0.0812928
-11 -0.0587412
-10 -0.0314523
-9 0
-8 0.0347573
-7 0.0716985
-6 0.109484
-5 0.146619
-4 0.181533
-3 0.212676
-2 0.238605
-1 0.258088
0 0.270175
1 0.274272
2 0.270175
3 0.258088
4 0.238605
5 0.212676
6 0.181533
7 0.146619
8 0.109484
9 0.0716985
10 0.0347573
11 0
12 -0.0314523
13 -0.0587412
14 -0.0812928
15 -0.0988199
16 -0.111304
17 -0.118962
18 -0.122205
19 -0.121583
20 -0.117739
21 -0.111356
22 -0.103114
23 -0.0936527
24 -0.0835469
25 -0.073286
26 -0.0632661
27 -0.0537885
28 -0.0450639
29 -0.0372223
30 -0.0303244
31 -0.0243751
32 -0.0193375
33 -0.0151449
34 -0.0117124
35 -0.00894589
36 -0.00674964
37 -0.00503135
38 -0.00370593
39 -0.00269758
